Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","USD","500.4","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","236","Soybeans","2017","2017","USD","539","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2017","2017","USD","563","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","267","Sunflower seed","2017","2017","USD","965.2","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","USD","517.4","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2017","2017","USD","3072.6","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","476.4","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","191.8","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","276.9","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","987","Wool, greasy","2017","2017","USD","434.8","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","1981.5","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","209.9","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","1108.3","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","419.8","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","377.8","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","537.4","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","621.3","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","577","Dates","2017","2017","USD","3543.3","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","1679.3","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","4181.4","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","1209.1","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","497","Lemons and limes","2017","2017","USD","1461","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","512.2","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2017","2017","USD","6465.2","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","USD","2031.9","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2017","2017","USD","9084.8","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2017","2017","USD","495.4","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2017","2017","USD","377.8","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","134.3","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","285.5","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2017","2017","USD","268.7","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","490","Oranges","2017","2017","USD","1041.1","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","USD","1183.9","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","814.4","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","377.8","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","587.7","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","USD","1032.7","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","587.7","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2017","2017","USD","529","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","293.9","","Official data"
"PP","Producer Prices - Annual","4","Algeria","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","377.8","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","367","Asparagus","2017","2017","USD","4997","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","519.5","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","125","Cassava","2017","2017","USD","522.1","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","930.8","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","3018.7","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","671","Maté","2017","2017","USD","363","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","USD","1780","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","USD","1452.8","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","1145","Meat live weight, rabbit","2017","2017","USD","2837.7","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","867","Meat, cattle","2017","2017","USD","5365.1","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","USD","1328.3","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2017","2017","USD","1434.6","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","475.7","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","372.4","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2017","2017","USD","508.5","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","667","Tea","2017","2017","USD","90.6","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2017","2017","USD","2413.3","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","1003.7","","Official data"
"PP","Producer Prices - Annual","9","Argentina","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","530.6","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","428.9","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","USD","584.3","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","224.5","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","176","Beans, dry","2017","2017","USD","2528.6","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","169.9","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","386.7","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","1141.5","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","365.3","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","289","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","550","Currants","2017","2017","USD","1770.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2017","2017","USD","176","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","2388.8","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","569","Figs","2017","2017","USD","686.4","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","541","Fruit, stone nes","2017","2017","USD","4699.9","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","2510.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","378.4","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1182","Honey, natural","2017","2017","USD","7338.1","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","201","Lentils","2017","2017","USD","2578","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","USD","2247.4","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","USD","841.8","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","USD","3614.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2017","2017","USD","2559.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2017","2017","USD","4469.1","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","USD","3741.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2017","2017","USD","5213","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2017","2017","USD","5626.7","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2017","2017","USD","4783.9","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2017","2017","USD","299.7","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","315.3","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2017","2017","USD","1664.1","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2017","2017","USD","522.4","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","USD","647.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","810.3","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","536","Plums and sloes","2017","2017","USD","387.7","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","233","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","523","Quinces","2017","2017","USD","470.6","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","USD","216.2","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","USD","2041.3","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2017","2017","USD","176.1","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","210.3","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","205","Vetches","2017","2017","USD","828.6","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","222","Walnuts, with shell","2017","2017","USD","2342.4","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","135.7","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","235.7","","Official data"
"PP","Producer Prices - Annual","1","Armenia","5532","Producer Price (USD/tonne)","987","Wool, greasy","2017","2017","USD","1508.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2017","2017","USD","5244.7","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","1250","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","USD","1002.5","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","572","Avocados","2017","2017","USD","4059","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","USD","999.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","151","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","3514.1","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","666.8","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","620.8","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","758.8","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","9763.5","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","767","Cotton lint","2017","2017","USD","1863.9","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","2536.9","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","619.3","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2017","2017","USD","959.6","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","1227.8","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","245.3","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2017","2017","USD","2343.7","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2017","2017","USD","642.3","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2017","2017","USD","5473.8","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","185.5","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","745","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","490","Oranges","2017","2017","USD","996.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2017","2017","USD","1600.3","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","USD","955.7","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","859.2","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","574","Pineapples","2017","2017","USD","554.1","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","382.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","590.9","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","270","Rapeseed","2017","2017","USD","428.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","USD","239.9","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2017","2017","USD","182.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","USD","4869.9","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","156","Sugar cane","2017","2017","USD","33.7","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","USD","1348.9","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","975.7","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2017","2017","USD","136.4","","Official data"
"PP","Producer Prices - Annual","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","177","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","635.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","USD","3670.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2017","2017","USD","6656.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","127.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","176","Beans, dry","2017","2017","USD","5462","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","1250.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","2017","2017","USD","190.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","267.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","411.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","649.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","5062","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","530","Cherries, sour","2017","2017","USD","4246.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","1406.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","563.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","550","Currants","2017","2017","USD","3397.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2017","2017","USD","1131.4","","Official data"
